"","Product","ReviewerName","TypeOfPurchase","Date","IndividualRating","ReviewText"
"1","Linsoul TANGZU Wan’er S.G HiFi 10mm Dynamic Driver PET Diaphragm in-Ear Earphone with Ergonomic Shape, Detachable 2Pin OFC Braided Cable for Audiophile Musician DJ Stage (Green, with Mic)  ","Naomi","Verified Purchase","Reviewed in Australia on 29 October 2022","3.5 out of 5 stars","        Love these for wearing to sleep. My podcasts sound great with them and quite comfy especially when you accidentally leave them in all nightEDIT Soooooo disappointing loved these and then one of them decided it didn’t want to connect to Bluetooth and powers off. Gutted  "
"2","Linsoul TANGZU Wan’er S.G HiFi 10mm Dynamic Driver PET Diaphragm in-Ear Earphone with Ergonomic Shape, Detachable 2Pin OFC Braided Cable for Audiophile Musician DJ Stage (Green, with Mic)  ","jacob zhao","Verified Purchase","Reviewed in Australia on 13 October 2023","5.0 out of 5 stars","        Work with Android phone. Easy set-up. Great price. Small enough that they don't cause annoyance during sleep. Haven't fallen out of ear during the night like other buds.100% recommend this product  "
"3","Linsoul TANGZU Wan’er S.G HiFi 10mm Dynamic Driver PET Diaphragm in-Ear Earphone with Ergonomic Shape, Detachable 2Pin OFC Braided Cable for Audiophile Musician DJ Stage (Green, with Mic)  ","Naomi","Verified Purchase","Reviewed in Australia on 29 October 2022","1.0 out of 5 stars","        Work brilliantly easy to use and clear instructions  "
"4","Linsoul TANGZU Wan’er S.G HiFi 10mm Dynamic Driver PET Diaphragm in-Ear Earphone with Ergonomic Shape, Detachable 2Pin OFC Braided Cable for Audiophile Musician DJ Stage (Green, with Mic)  ","Jojo","Verified Purchase","Reviewed in Australia on 22 October 2023","5.0 out of 5 stars","        These ear buds offer great sound quality at a low price. Super easy to use and synchs seamlessly. Great at blocking out sounds that usually keep me awake. Still adjusting to the feel of the buds when sleeping on my side, but it's getting better.  "
"5","Linsoul TANGZU Wan’er S.G HiFi 10mm Dynamic Driver PET Diaphragm in-Ear Earphone with Ergonomic Shape, Detachable 2Pin OFC Braided Cable for Audiophile Musician DJ Stage (Green, with Mic)  ","Lolo","Verified Purchase","Reviewed in Australia on 10 December 2023","5.0 out of 5 stars","        Slim earbuds that work well  "
"6","Linsoul TANGZU Wan’er S.G HiFi 10mm Dynamic Driver PET Diaphragm in-Ear Earphone with Ergonomic Shape, Detachable 2Pin OFC Braided Cable for Audiophile Musician DJ Stage (Green, with Mic)  ","K. S. Pyle","Verified Purchase","Reviewed in Australia on 30 October 2022","5.0 out of 5 stars","      Habe das Produkt schnell erhalten. Die Verbindung mit Handy, Ipad, TV etc. einfach und schnell.Vor allem die Grösse der Ohrhöhrer ist hervorzuheben, vor allem wenn man sie auch zum Einschlafen nutzen möchte. Sie drücken nicht - zumindest bei mir. Könnte mir vorstellen, auch für den Einsatz unter dem Motorradhelm gut verwendbar.Der Klang ist ok für mich - jeder hat aber seine eigenen Befindlichkeiten.Für mich ist vor allem auch der Service nach dem Kauf besonders hervorzuheben. Ich hatten nach ca. 1 Monat mit dem rechten Ohrhöhrer ein Problem und deshalb den Verkäufer kontaktiert. Dieser hat mir sehr unkompliziert und schnell geholfen, mehrere Lösungsmöglichkeiten angeboten und die von mir gewünschte umgesetzt. So stelle ich mir auch einen Service nach dem Verkauf vor.Ich kann das Produkt für meine Nutzungsgewohnheiten sehr empfehlen und auch nach dem Kauf ist man bei einer Nachfrage oder Problem bei dem Verkäufer gut aufgehoben.Würde ich wieder dort kaufen.    "
"7","Linsoul TANGZU Wan’er S.G HiFi 10mm Dynamic Driver PET Diaphragm in-Ear Earphone with Ergonomic Shape, Detachable 2Pin OFC Braided Cable for Audiophile Musician DJ Stage (Green, with Mic)  ","William Ryan","Verified Purchase","Reviewed in Australia on 25 March 2023","5.0 out of 5 stars","        Sound quality and ease of use is great  "
"8","Linsoul TANGZU Wan’er S.G HiFi 10mm Dynamic Driver PET Diaphragm in-Ear Earphone with Ergonomic Shape, Detachable 2Pin OFC Braided Cable for Audiophile Musician DJ Stage (Green, with Mic)  ","Norbert P.","Verified Purchase","Reviewed in Germany on 30 June 2022","5.0 out of 5 stars","      Heute erhalten und direkt ausprobiert. Der erste Eindruck ist überraschend gut, die Ladehülle ist ansehnlich und praktisch, kommt geladen an. Die Ohrstöpsel an sich haben eine angenehme und im Vergleich zu Soundcore Liberty Neo (die ich grundsätzlich liebe!) zart und sitzen in meinen doch eher kleinen Ohren sehr gut und angenehm (meine Liberty Neos stehen immerr ein ziemliches Stück drüber, das ist mit den L29 nicht der Fall, was für das Schlafen mit Stöpsel im Ohr einfach angenehmer ist). Der Klang hat mich durchwegs positiv überrascht. Ich kann keine besonderen Schwachpunkte nennen, für mich sowohl zum Musikhören als auch für Podcasts mehr als ausreichend (Bass ist ausreichend vorhanden und die Höhen sind ebenfalls angenehm im Ohr, bin sicher nicht die anspruchsloseste Hörerin).Nun bin ich auf den Langzeitest gespannt bzw. wie sich die Hörer in den kommenden Tagen mit intensiver Nutzung präsentieren.Habe in diversen Rezensionen teilweise Probleme mit dem Geräuschverlust eines Pods herausgefiltert. Andererseits auch sehe zufriedene Nutzerkommentare vernommen, vor allem punkto Umtausch bei Problemen. Es bleibt dahingehend spannend, die erste zufriedenstellende Inbetriebnahme motiviert mich aber, dieses Thema anzugehen.Die Suche nach bequemen Earpods zum Schlafen ist mir da einfach zu wichtig.Abgesehen davon kann man noch anmerken: Insgesamt 3 Größen am Silikonaufsätzen dabei und ein kurzes Kabel mit C-Stecker. Köpfe sind keine vorhanden, ist natürlich super zum Draufliegen und die Touchfunktion hat sehr gut reagiert und entsprechende Funktionen ausgeführt.    "
"9","Linsoul TANGZU Wan’er S.G HiFi 10mm Dynamic Driver PET Diaphragm in-Ear Earphone with Ergonomic Shape, Detachable 2Pin OFC Braided Cable for Audiophile Musician DJ Stage (Green, with Mic)  ","Rob P","Verified Purchase","Reviewed in the United Kingdom on 6 February 2024","5.0 out of 5 stars","        Good  "
"10","Linsoul TANGZU Wan’er S.G HiFi 10mm Dynamic Driver PET Diaphragm in-Ear Earphone with Ergonomic Shape, Detachable 2Pin OFC Braided Cable for Audiophile Musician DJ Stage (Green, with Mic)  ","Birgit","Verified Purchase","Reviewed in Germany on 9 February 2023","5.0 out of 5 stars","        I ordered these to listen to audio books when nodding off to sleep.  Only used them a couple of times but they seem to do the job whilst being comfortable to wear.  It’s differcult for me to comment on battery life as I’ve only just got them.  But what I will say is they are great value for money.  "
