"","Product","ReviewerName","TypeOfPurchase","Date","IndividualRating","ReviewText"
"1","Kuoadusl Wireless Earbuds 3, Wireless Bluetooth 5.2 Headphones 3D HiFi Stereo Headphones Noise Cancellation in-Ear Built-in Mic with Charging Case, Touch Control for Phone/Samsu/Xiaomi/Android/iOS  ","Stefan","Verified Purchase","Reviewed in Australia on 15 March 2023","4.2 out of 5 stars","        Compared to my Audio Technica M50x wired headphones these are audibly very close once you set up the buds profile to *your* hearing.  Ample bass, painful highs - and everything in-between how/if you want it.  No lack of volume regardless of the audible frequency spectrum you want to target, the sound profile of these buds are very adjustable to suit whatever way you want to listen to your audio.  The phone app that Soundcore provides (Android for me) is well-worn and works well to enable you to configure the buds how you want them (taps control and sound).  You MUST take the time to set the fit of these to your ears or else Noise Cancelling will not work well for you AND the sound quality will NOT be the best that can be provided by these buds.  "
"2","Kuoadusl Wireless Earbuds 3, Wireless Bluetooth 5.2 Headphones 3D HiFi Stereo Headphones Noise Cancellation in-Ear Built-in Mic with Charging Case, Touch Control for Phone/Samsu/Xiaomi/Android/iOS  ","Gus","Verified Purchase","Reviewed in Australia on 4 December 2023","5.0 out of 5 stars","        I have quite a collection of all kinds of top-end headphones and dedicated HP amps/pre-amps/DACS ,so I'm in a position to fairly evaluate these Liberty 3s. In short:Brilliant headphones, tons of sound and ear fit customization, and a great app. After proper setup, they sound very close to my old wired ($ 700 USD) JVC flagship earbuds. Top shelf.  "
"3","Kuoadusl Wireless Earbuds 3, Wireless Bluetooth 5.2 Headphones 3D HiFi Stereo Headphones Noise Cancellation in-Ear Built-in Mic with Charging Case, Touch Control for Phone/Samsu/Xiaomi/Android/iOS  ","Stefan","Verified Purchase","Reviewed in Australia on 15 March 2023","3.0 out of 5 stars","        These are the best. Great sound, get very loud, good, but not great ANC. Bought them at the Black Friday sale so great price. Fit is perfect. You could do anything with these on, they won't move at all. That's one of the great things I love. Once they are in, I never have to adjust them. Connectivity could be a little better when I use it with my MacBook, but it's only every now and again that it drops out. Go get them, you won't regret it.  "
"4","Kuoadusl Wireless Earbuds 3, Wireless Bluetooth 5.2 Headphones 3D HiFi Stereo Headphones Noise Cancellation in-Ear Built-in Mic with Charging Case, Touch Control for Phone/Samsu/Xiaomi/Android/iOS  ","Kindle Customer","Verified Purchase","Reviewed in Australia on 3 September 2023","5.0 out of 5 stars","        Bought this set a few weeks ago and I can not stop listening music now.. It doesn't take long to set up on your phone and different ear tips helps a good sound set up. There's a lot of sound options so you can choose the right sound for yourself.. Otherwise just go through your unique sound.. Incredible set.. Luxury.. The. Microphones are really good on phone calls and suppress a lot of background noise on calls.. Just a beautiful set.. If interested.. Don't think too much.. You'll be surprised with the sound..!  "
"5","Kuoadusl Wireless Earbuds 3, Wireless Bluetooth 5.2 Headphones 3D HiFi Stereo Headphones Noise Cancellation in-Ear Built-in Mic with Charging Case, Touch Control for Phone/Samsu/Xiaomi/Android/iOS  ","Paul O'Callaghan","Verified Purchase","Reviewed in Australia on 7 December 2022","5.0 out of 5 stars","        Best sound ever, good everything else.One of it's major bonuses is not just the base, but the ability to customize every tap, double tap, etc.  "
"6","Kuoadusl Wireless Earbuds 3, Wireless Bluetooth 5.2 Headphones 3D HiFi Stereo Headphones Noise Cancellation in-Ear Built-in Mic with Charging Case, Touch Control for Phone/Samsu/Xiaomi/Android/iOS  ","Jose hernandez","Verified Purchase","Reviewed in Australia on 21 November 2022","5.0 out of 5 stars","        Best headphones ever  "
"7","Kuoadusl Wireless Earbuds 3, Wireless Bluetooth 5.2 Headphones 3D HiFi Stereo Headphones Noise Cancellation in-Ear Built-in Mic with Charging Case, Touch Control for Phone/Samsu/Xiaomi/Android/iOS  ","Azirahael","Verified Purchase","Reviewed in Australia on 7 December 2023","5.0 out of 5 stars","        I was looking out in the current market, what the standard was for wireless earphones in early 2022.Sony and Bose were the two that sprang to mind. Jabra maybe. As i already own the Sennheiser Momentum True Wireless 2 Earbuds, after 2 years of solid use its starting to lose its juice.Stumbled across the Soundcore Liberty Pro 3 on youtube reviews and wow do these things punch.The bass surprised me the most. And the wide soundstage that theses youtube reviewers say exist,  it does exist. The LDAC support is a game changer for me, the Lossless audio experience on Apple Music is awesome.Also use the app so that you can calibrate and elevate youre experience.Im glad i took a chance on these, great set of earbuds if you dont feel like spending $300 plus on the big names. Happy customer.  "
"8","Kuoadusl Wireless Earbuds 3, Wireless Bluetooth 5.2 Headphones 3D HiFi Stereo Headphones Noise Cancellation in-Ear Built-in Mic with Charging Case, Touch Control for Phone/Samsu/Xiaomi/Android/iOS  ","Jason ","Verified Purchase","Reviewed in Australia on 9 March 2024","5.0 out of 5 stars","        Overall a good buy...I purchased these since 2 pairs of Soundpeats decided to quit on me simultaneously and I already had a pair of Soundcore OTE phones which are excellent. Bear in mind 2 things...get the fitting right since it takes a while to get used to them. Make sure that the buds contact properly in the charging case or, like me, you get flat batteries. Sound quality is excellent and value for money good. I'd be interested to hear reports on the new Liberty 4s.  "
"9","Kuoadusl Wireless Earbuds 3, Wireless Bluetooth 5.2 Headphones 3D HiFi Stereo Headphones Noise Cancellation in-Ear Built-in Mic with Charging Case, Touch Control for Phone/Samsu/Xiaomi/Android/iOS  ","Amazon Customer","Verified Purchase","Reviewed in Australia on 27 February 2022","5.0 out of 5 stars","        Good compact size, lightweight, good seal and sound. I've never listened to how the mic and noise cancellation works on the phone, so I couldn't comment on that.Battery life on paper was on the shorter side, but I did manage to get 3-4hrs of music out of a single charge albeit it whinge-ing on about low battery in the last hour. But it still works!Pretty happy with the purchase.  "
"10","Kuoadusl Wireless Earbuds 3, Wireless Bluetooth 5.2 Headphones 3D HiFi Stereo Headphones Noise Cancellation in-Ear Built-in Mic with Charging Case, Touch Control for Phone/Samsu/Xiaomi/Android/iOS  ","Geoffr","Verified Purchase","Reviewed in Australia on 11 November 2022","5.0 out of 5 stars","        $179.99 from Anker Direct AU. batteries on the buds last for about 5 - 5 1/2 hours with ANC on, with low to medium volume. the person on the other side of the phone call can hear and understand me (on the street, in the supermarket, in a restaurant, ..). buds seem to shut down completely when in the case (and not using battery). battery in the case lasts a while. I love the earbuds!  "
