"","Product","ReviewerName","TypeOfPurchase","Date","IndividualRating","ReviewText"
"1","JBL Live Flex ANC True Wireless Stereo Earbuds, Rose  ","Rendy","Verified Purchase","Reviewed in Australia on 20 October 2021","4.3 out of 5 stars","        this product is so good for daily use  "
"2","JBL Live Flex ANC True Wireless Stereo Earbuds, Rose  ","antonio","Verified Purchase","Reviewed in Spain on 29 February 2024","5.0 out of 5 stars","      El sonido muy bueno, también cómodos pesan poco. Tres cuartos de hora ensayando y perfectos. Y el precio perfecto para todo el mundo,  perfecto.    "
"3","JBL Live Flex ANC True Wireless Stereo Earbuds, Rose  ","antonio","Verified Purchase","Reviewed in Spain on 7 March 2024","5.0 out of 5 stars","      Son muy cómodos y se adaptan bien a la oreja. Se escucha muy bien.    "
"4","JBL Live Flex ANC True Wireless Stereo Earbuds, Rose  ","RUTH C.B.","Verified Purchase","Reviewed in Belgium on 15 December 2023","5.0 out of 5 stars","      prima materiele    "
"5","JBL Live Flex ANC True Wireless Stereo Earbuds, Rose  ","Michel","Verified Purchase","Reviewed in Germany on 4 January 2022","5.0 out of 5 stars","      Habe mir die KBEAR KS1 ohne Mic aufgrund der Empfehlung von Dankpods bestellt. Sind heute gekommen, hier die ersten Eindrücke. Sollten sich weitere Eindrücke einstellen, ergänze ich diese hier.Gute Verpackung, die eigentlichen Kopfhörer kommen da nur unwillig raus. Weiterhin finden sich in Packung dass Kabel, 2 zusätzliche Silikon-Stopfen in verschiedenen Größen und ein kleines booklet mit Warnungen, also alles wie üblich. Kabel und Kopfhörer sind glücklicherweise jeweils mit ""links (L)"" und ""rechts (R)"" beschriftet.Passform: passt bei mir sehr gut, obwohl die Ohrteile recht groß aussehen lassen sie sich gut auch länger tragen. Die sitzen bei mir sehr fest, keine Gefahr, dass sie rausfallen.Klang: wie von Dankpods geschildert und demonstriert transparent, präzise, neutral. Schöne Stereobreite. Wie Monitore. Dem gegenüber steht die KBEAR-Beschreibung mit dem Bass. Das ist Ansichtssache. Es gibt keine Bassbetonung. Der Klang ist wie abgemischt, keine Verzerrung oder billige Bassanhebung. Oxygène von Jarre, Blunderbuss von Jack White,  Axiom von Archive quergehört, passt alles soweit. Wer einen übertrieben Bass-betonten Klang sucht, ist hier falsch.Metal muss ich noch probehören und etwas Jazz auch noch. Wird hier noch ergänzt.Für den Preis fantastischer Klang, Empfehlung für jeden, der neutralen Klang mag.Ergänzung 07.01.22: weiter getestet. Auch Jazz und Rock/Metal hören sich gut an. Getestet mit E.S.T., Cæcilie Norby, Dio/Rainbow, Epica, Arch Enemy.Eine Sache ist mir aufgefallen: die KS1 brauchen  Umpf auf der Leitung. Am Notebook Ausgang hören sie sich dünn und nicht sehr differenziert an. Am Handy via USB 3 an DAC ist es ein komplett anderes Hörerlebnis. Auch wenn es sich um einen simplen inline-DAC handelt, liefert er offensichtlich deutlich mehr Power. Hinter dem DAC muss eben noch ein Verstärker sein. Hab jetzt leider keinen richtigen Kopfhörer-Verstärker, um das gegenzutesten, aber es ist mE offensichtlich.    "
"6","JBL Live Flex ANC True Wireless Stereo Earbuds, Rose  ","Oliver Rabe","Verified Purchase","Reviewed in Canada on 7 May 2022","5.0 out of 5 stars","        This is the second pair that I've purchased because I was really happy with my first pair and wanted a set for home and the office.First things first though: these are not noise cancelling. I would define it more as noise isolating as they seal so well into my ears that it's like I'm wearing a decent pair of earplugs.  I often wear them on the bus and I don't really notice the engine sounds or other passengers talking. The sound quality is wonderful for music and for audiobooks/podcasts. I haven't encountered a lot of distortion on higher volumes - although I do tend to not have these on full blast as I don't want to damage my hearing and I find a higher volume is often not required in my use case.These also don't have the in your face sort of bass that a lot of headphones have, which is a relief for me as I've always found that gimmicky and annoying and frankly ruined the listening experience for me in the past. But with these the sound levels are pretty even across the board, which is to be expected as these are are IEMs.  You get to hear the music more or less as intended. And I'm not sure if I'm imagining it or not, but I think percussion comes through much clearer then other headphones I've used.All in all, these are a solid pair of earphones for a really reasonable price if you take into account how much IEM's can cost.  "
"7","JBL Live Flex ANC True Wireless Stereo Earbuds, Rose  ","Amazon Customer","Verified Purchase","Reviewed in India on 12 November 2023","5.0 out of 5 stars","        I never got what the audiophile hype was all about, then I get these earphones and its like a new world's opened up for me.10/10 amazing sound quality8/10 build quality, I'm just a little worried about the wire it feels too delicate10/10 value for money  "
"8","JBL Live Flex ANC True Wireless Stereo Earbuds, Rose  ","Aaryan","Verified Purchase","Reviewed in Canada on 11 September 2021","5.0 out of 5 stars","                                                                                                                                                                The media could not be loaded.                                                                                    This is my first pair of IEMs. I’mNo audiophile, so I went to YouTube to test these. Search for “ULTIMATE HEADPHONE TEST !!!” To look for the video. I tested at 35% volume. For these, the Bass went down to 20Hz, Treble went as high as 16,000Hz and the rest was also reflective of high quality earphones. Noise isolation is also very good. I’d definitely recommend these earphones for watching videos on your iPad/laptop and even for gaming. I tested on the PS5, these sounded brilliant. I even tried this as sleeping buds and they were comfortable. They are definitely a bit heavy on the bass and may not be 100% accurate, but if you’re looking for professional grade for $25, your expectations are flawed.The only thing left to see if how long these will last. Hopefully they do.  "
"9","JBL Live Flex ANC True Wireless Stereo Earbuds, Rose  ","Aaryan","Verified Purchase","Reviewed in the United Kingdom on 25 March 2022","5.0 out of 5 stars","        love these, definetly recommned. they have a decent microphone and everything.Sound quality is amazing and it blew me away the first time i heard it. i put 4 stars instead of 5 for sound quality because after about a month of use i noticed the left earphone was slighlty louder and hurts my ears slightly more when somethings played at a high volume and im the type of person to be really annoyed by small things like that. but i still love these earphones and would buy them again  "
"10","JBL Live Flex ANC True Wireless Stereo Earbuds, Rose  ","Loonie Logic","Verified Purchase","Reviewed in the United States on 17 October 2021","5.0 out of 5 stars","        June 2023:  After yet again another pair of Sony MXR110's failed on me (one side always goes bad in less than a year) .. the old ""100's "" i had lasted nearly 10 years .. actually was my first Amazon purchase in 2013 and they failed Sept 2022  after HEAVY use.  Well I have been using these KS1's regularly on my walks and I do like them.  I may pickup a set of headphones to use since I am in Florida and after awhile (like with any earbud) my ears start to sweat and i rather use headphones when that happens... I still have to say I am more impressed with these KS1's overall and I liked them beforeI have a pair of (now de-listed) KSN's that were about $15-$20 like these.  Just comparing the two, these KBears sound SO MUCH better.  I MAY give the KBear KS2's a shot because of my feelings for these, but the KSN's ... they just sound off without HEAVY EQ'ing and with these i just use my standard ""V-shaped EQ""... the KSN's have an issue with the mid-mids to the highs where say guitars sound ""so far back"" and the vocals are WAY TOO forward .. almost ""louder"" then the rest of the music.WIth my older Sony Mp3 Player with Rockbox firmware, I got those to sound good in one use case (that player) .. THESE KBears just need my standard U- / V- shaped EQ and they still sound better.  And when I go after those KSN's ... Those Sony headphones I mentioned dont sound great either... they need help.... so while i love my music I am no audiophile, needing top notch gear.  These sound good ... maybe better than the Sony headphones ... the KSN' IEMs that I HAVE anyway just sound so much worse than these.To be fair .... I am POSSIBLY considering picking up another pair of these, with my bad luck with Sony Headphonesmid December update:  I have to say that with a certain media player and a certain genre i listen to on that, the KS ZSN's do not sound as off as some other players and genres with my usual U to a V shaped EQ (not a sharp V if it is a V) ... but these KS1's just sound so much better when those similiar earbuds just sound ""out of tune"" ... like the different parts of the song (vocals and music) are pulled back and/or pushed forward in odd ways.  I am not going to say these KS1's will please a picky audiophile but ... everything sounds balanced to me ... listening to a NUMBER OF genres just late last night trying my best to do an A-vs-B comparision ... the ""worst"" the KS1's were .. caused me to go ""oh .. this is well balanced but i wish it had a tiny more 'bump' in the base/sub-base"" ....I am totally fine with that ... I love my Samson SR850 headphones for instance but they have the same issue .. great sound overall .. well balanced ""everthing is where it should be"" ... but on say some rap tracks .... it could use a bit more bass.I have NO idea how KBear and ""KS"" relate to each other ... from the same parent company? .. competitors? ... but when the KS ZSN's sounded off (not TERRIBLE btw ... just off) to me ... between the KS1's cable being just a little bit better in my view and the sound of course .... it felt like the KS1's while i would not say ""they are junk"" ... it felt like they were a knock-off model of these KBears.  in the interest of fairness maybe if 'KS"" tuned them better they COULD sound exactly like these.If you are on the fence with earbuds like these ... go with these KBear KS1'supdate: WIthout just copying and pasting parts of my reviews of a similar product in the same price range (even a few $ more) ... I have to say I am MUCH more impressed with these, over the KZ ZSN Pro's I got ... with the same U to V shaped EQ I have always used with my headphones, and NO TWEAKS to that, these sound really good and impressed me right away ... the KZ ZSN Pro's in the same price range, are not tuned the way I like ... i have to drop the top end (highs/treble) to stop the ""piercing sound"" on those where you can even hear say cymbals from the drums over most everything else ... or where the vocals are so forward they seem ""louder"" than the music ... .bass wise ... I have to really bump up the EQ base that was already a U-to-V shape just to get a normal (to me) level of bass ....THESE KBear KS1's do not need any of that fiddling ... do these sound ""perfect"" or ""audiophile level""??? OF COURSE not.  When EQ'ed basically .... do they sound as good as my Sony MDRZX's that I love for walking around headphones/earbuds? ... YESI am so happy with the fact I ordered these--------------------another update: I JUST got a pair of KZ ZSN Pro's that I bought for a similar price to what I got these for and as a comparison with the same EQ settings I have always used and in my view (even if a tad bass heavy at times) ... I dont dislike the KZ's so far ... but I may even consider returning them as they have parts of the mids ... say vocals in alot of my tests (just my own ears and how i think stuff sounds) WAY TOO forward and they are lacking bass by default ... the eartips on the KZ's seem to be the exact same as these KS1's and doing a fast (but admittingly short so far) ""A-vs-B"" comparsion, I totally like the KS1's better ... everything (again a tad bass heavy at times) is right where it should be with lows, mids, and highs ... the KZ's (the model that some compare to the KS1's) to me doesn't sound as good as these do... but I admit I am still testing those ones out.  with that A-B test I mentioned ... as soon as I put these KS1's in my ears with the same song, same EQ setting, same player, I noticed a difference right away--------------------------------------Update after 3 days of using these outComfort wise after my say ... 45min to 1 1/2 hour walk during the day/early evening .... 4.5 out of 5 stars from me and not counting KZ's (which I do not have yet but ordered due to a sale and how much I like these KBears ... and a recommendation from Youtuber Dankpods as well), I still say I am not an ""earbud"" guy, but I do like these.  (Forgetting the difference between ""IEms ... In Ear Monitors"" and ""earbuds"")I have to say though that the heat and humidity here in the far south of the USA has gone down a bit since the middle of the summer, so that may effect how much I'd take the KBears out and ""just let my ear breath"" for a moment or two before putting them back in.  This is to note that the comfort overall of the default eartips for my ears (note: everyone's ear size is different, so many different ear tips ... which you can buy replacements for apparently.... and i love that), is a-ok.  There is part of me that doesn't like things stuck in my ears, but that is not saying these are bad..... this is just my own personal preference.  With the way they are made where the driver part sits OUTSIDE your ear canal ... you can push them in just a pitch if you feel them slipping out, but for me i can never ""push them in too far"" which is a really GOOD thing.Based on what I just said I have to say that while the KBear KS1's have never come close to falling out or anything... sometimes on some tracks, while out on my walks, I noticed the base ""lacking"" from what I heard earlier ... I then SLIGHTLY (with almost NO pressure) pushed the KBears into my ears ""more"" and the base came back.  With any IEM or earbud that seels the ear canal, the ear tip size vs the size of a person's ear can not only effect the comfort and passive noise cancelling, but also the sound.  Too big for ones ears and an IEM/Earbud can sound extra bassy.One thing I noticed is that SOMETIMES there was like an illusion of extra bass over different genres, but that may just be me being a headphone guy, not use to something stuck in my ears.  When i listend to genres from Rock to Rap to Smooth Jazz too, I closed my eyes just to really focus and I though ""is this too much bass, or is that that I am hearing, just due to my ear canal's being sealed and these ARE balanced sounding?"")Only long term use will tell me if the cable will be fine, versus the bad luck I have had with earbuds where within a few weeks of CAREFUL use, one side always stops working.  This is one of the reasons, other than sound quality, I had a bad taste in my mouth for earbuds (combined with my genrally good luck with my Sony XZ series on-ear headphones).Sound wise I have to say I am impressed at how balanced these are, but my fear is to OVERSTATE how great these sound.  I think these sound good and balanced, but I am sure different similar IEM's that have 5 drivers per earbud (in say the $50 or so ... US prices anyway, range), will sound a bit better.I do not want to say ""these are the best sounding things ever! OMG!""... but also if you have experience with earbuds A) Being so bass heavy the mids and highs are VERY WEEK or B) Have had earbuds that ... like many low end earbuds .. are ""mids-only"" .... THESE KS1'S are not like that.  IF anything I think they are a bit bass heavy at times, but that is with a KEY PREFERENCE of the fact that the music player I am using at the time has my usual Sony ZX series headphone EQ settings, which does bump the bass up a bit ... if i really tweaked that for not the Sony headphones but these KS1's I could get it closer to what I like ... in this case the extra bass is TOTALLY my own EQ settings, since i lowered that a bit and the ""extra bassiness"" I heard at times went down to where I'd like it.  That is totally on me/my settings.Update Summary: After Dankpods (Youtuber) recommended these I picked them up and do not regret my choice .. he also recommended different KZ brand IEM's in the same range, which I have ordered and on the way ... I can't say which is better, but unless these KS1's break...even if the KZ's KSN Pro's sound great ... .THESE ARE NOT going back.I even just returned a pair of OneOdio ""Hifis"" that I was beyond disappointed with the sound and how muddy everything sounded, despite ""They sound great"" reviews ... I was hoping the KZ1's were not like that too before I got them and glad they are not only not bad ... for in ear stuff (again I have had a bad taste in my mouth for years with this type of earbud)... these are pretty darn GOOD.----------------------------------------Original Review:I have to note that this review is still based on first impressions to a degree though I have used two of my main music players and on each (granted I did not change any EQ settings setup for my usual Sony MDRZX100's or Sony MDRZX110's that I admit do not sound great at times but EQ'ed right i think for walking around headphones that dont break the bank, sound pretty good).I have to say that while years ago I use to use earbuds more ... and had a favorite pair of earbuds in my late teen years (not sure if there were tweaked models of this over the years but they are at least close to the Sony MDR-E828LP ... or some variant if there were different models)... trying those as a new pair after my old ones broke on me, the sound really .... pushed me to be a headphone/not earbud guy ... there was like all mids in the new pairs and the prior mention Sonys became my regular headphones.  I think he may have mentioned these but I know he mentioned a similar set of earbuds .... Youtuber Dankpods AND a good sale on these made me take the risk of trying these out.  I have to say some Video and Amazon reviews do say that these sound more balanced but less ""v shaped"" (eq wise) then the KBear KS2's ... I cant say I can compare the two of them to say which sounds better.Pros:  - Comfort: ... granted that most earbuds do not go over the back of the ear (or at least none that I have had)... I was worried to a point, wearing glasses and how these would feel ... I can totally say that with my sunglasses or regular glasses this was a silly thing to ""worry"" about... this is a TOTAL non-issue and there are no problems there.  I mean I know there is a cord there but it's almost as if there isn't with the way they feel so light.  I do have to mention that eartip wise this is subjective and you may need to adjust the ones that fit right for you.  I know that having the wrong tips on, may even effect the sound ""quality' to a point too.  At the time I am typing this, I have not even opened the little bag with the extra tips.  The default (medium?) tips feel great.  Personally, I may want to take the headphones out and let my ears ""breath"" for a bit during long listening sessions, though this is NOT an issue with the earbuds ... or the tips ... I'd do this with ANY earbuds (I still am more of a ""headphone guy"")... I also have had earbuds in the past (not counting those Sony E828's) that really feel like they are going far into my ears and I dont like that ... while providing a great seal for me ... these default eartips DO NOT feel like they are pushing in too far or becoming uncomfortable quickly.  This all gets a two solid thumbs up from me on comfort.  - Noise Cancelling - Ok ... here is one I have seen people complain and give 1 out of 5 reviews on these for.  With these there is NO active Noise Cancelling and I think some people just see ""noise cancelling"" in the title of the listing and expect them to have say top-end earbud ACTIVE noise cancelling.  NOW ... I do admit that this goes with the ""get the right ear tips that fit you... "" comment ... with the default tips there is (without anything playing) reasonable PASSIVE (just from the seal of the eartips in the ear) noise cancelling and at reasonable (meaning you don't have to have music at full volume) there is VERY GOOD passive NC ... I can barely hear my small black Honeywell fan that is NOT quiet by any means, right next to me, during my testing.  REMEMBER nothing is going to truely cancel out loud voices and some noises, though I hear that different Apple and ESPECIALLY Sony's are great for that if NC is at the top of your list of wants.  NC wise I give these a two thumbs up as well  - Sound Quality - I cant say I have done tons of testing but I have (NOT CHANGING, any of my EQ settings from what I have them set to for my Sony MDR's that I mentioned ... have to note that) testing these with my Sansa FUze+ running Rockbox and my Victure M3 (no matter what I do EQ wise it never sounds as good as the Sansa players I have).... I also have listened to some Rap, Rock, Jazz and Easy Listening in my tests.  I am not going to go over the top and say these are the best sounding (note: the eq commment) but without touching my usual settings that bump up the Bass and Treble a tad .... being a fan of a ... say a combo of a U shaped EQ and a V-shaped EQ .... these KBear KS1's sound ... REALLY good.  SOMETIMES It can seem like some tracks have a touch too little bass, but other tracks that make me go ""wow... that bass is impressive for an earbud"" ... EVERYTHING I have listened to sounds clean too ... between the bass/mids and highs ... nothing seems like it's pushed too forward over the other.  SO many of the earbuds I have tried since (and even the last pair of those I tried) those Sony 828's were what I used, sound like they are trying too dang hard to prove they have alot of bass, that the mids and highs at best ... at BEST sound very muddy.  I know all of these are in the ""budget range"" so I am not expecting perfect sound, but when headphones do that sort of thing ... I can't use them  The LAST pair of Sony 828's I tried a few years back were ""all mids"" compared to earlier models (and i had a pair that only had one side working, they still sounded more balanced then the new pair I bought).  Even if I'd want to touch up the EQ at times for these KBears, SLIGHTLY adjusting the bass or treble perhaps, these sound clear in all three areas (lows, mids and highs), and from what I have heard in my tests,.... the vocals are NOT pushed back like even some headphones I have listened too.  I'd say maybe the tuning is a slight u-shaped tuning mixed with a flat tuning and I LOVE THAT.  It reminds me of a food dish where everyone can adjust or add sauces or what-not to their taste, on good foods VERSUS a ""dish"" having too much of one thing or the other, and you have to try to take something ""away"".  These are earbuds of course but ... to a point, considering that ... they have a decent sound stage ... I mean nothing huge ""forward and back"" like my Samson SR850's but ... a surprise to me for earbuds of any kind.  That clean ""tuning"" has something to do with it too, I think.  Putting everything together ... it's not like some earbuds that are ""I hear you like bass, so here is all the BASS, even if it sacrifices the mids and highs"".  This sounds more like ""Hey... here is the music you want to listen to .. we may add a TOUCH more Bass and/or Treble by default but not much .... here is your music mostly 'as-is' ""Unsure: (not con's but things to note... maybe they will never be cons)  - I know all earbuds that are wired have small wires, but these seem to be on that same track and versus the pictures the cord seems smaller than what I was expecting ... THINNER, NOT length wise.  I do love the fact that I can replace the cord (what ALWAYS goes eventually for me) if the earbuds themselves are a-ok.Note:  putting the earbuds on the wire was really easy but take note that the writing of ""L"" and ""R"" are small and while I already have messed things up... if you are careful, it's easy to take the buds off the wire.  All you have to do once you know the L and R part of the wire and L and R earbud ... PAY ATTENTION to which way the earbud is facing on like me with one of them .. you can goof up and put it on where the earbud faces OUTWARDS.  If you are careful holding the tip of the wire where the prongs are and the earbud and DON'T ""just yank them apart"" ... it's no big deal to turn that around... but I am always careful with small/thin wires myself.  I am not sure how ""heavy duty"" this wire would be depending on the use-case but the fact that it can be replaced ... was another thing besides the sound quality that drew me to taking a chance on these.I know I probably forgot something, but I think that is all I wanted to say .... as long as someone wants/likes earbuds and do not mind they are wired ... I'd 100% recommend these.  I can't of course say if these are better than the KS2's or any of the KZ products I have seen (Youtuber) Dankpods mention but I have gotten some of those bad earbuds that sound awful to me and are made cheaply for around the same price.I know this is the gift giving time of the year and even if someone has some earbuds already, I'd say this would be a great gift idea ... they may even be surprised at the difference between their default earbuds that may have say come with a phone or other device, versus the sound quality with these.  "
