"","Product","ReviewerName","TypeOfPurchase","Date","IndividualRating","ReviewText"
"1","Bose Ultra Open Earbuds with OpenAudio Technology, Open Ear Wireless Earbuds, Up to 48 Hours of Battery Life, Black  ","Ish Go","Verified Purchase","Reviewed in Australia on 3 November 2023","4.4 out of 5 stars","        Just like the YouTube audiophiles said. Absolutely amazing for the price and for non-wired earphones. Has a decent soundstage and can suprisingly distinguish sounds well enough on lossless music. I've even found myself thinking I was hearing people around me when I left YouTube playing. The noise cancelling and the microphone quality are good enough. Only real downside is the battery life. I believe the earphones last 4 and the case adds 12 hours. I haven't run out of battery yet though.  "
"2","Bose Ultra Open Earbuds with OpenAudio Technology, Open Ear Wireless Earbuds, Up to 48 Hours of Battery Life, Black  ","Bryce","Verified Purchase","Reviewed in Australia on 16 October 2023","5.0 out of 5 stars","        Best value tws and excellent tuning. ANC works fairly well. Cute voice on connection and companion app is basic but works.  "
"3","Bose Ultra Open Earbuds with OpenAudio Technology, Open Ear Wireless Earbuds, Up to 48 Hours of Battery Life, Black  ","Ish Go","Verified Purchase","Reviewed in Australia on 3 November 2023","3.0 out of 5 stars","        The Space Travel are light weight, and easy to wear at the gym or just waking, they sound pretty good for a tws, and in my opinion they absolutely blow the Sony wf1000xm4, and Anker Soundcore Liberty 2 Pro Upgraded away.They have a more natural tonality, they're far from sounding anything like an IEM, but for a tws under $50, they are a great option.  "
"4","Bose Ultra Open Earbuds with OpenAudio Technology, Open Ear Wireless Earbuds, Up to 48 Hours of Battery Life, Black  ","Ish Go","Verified Purchase","Reviewed in Australia on 5 September 2023","5.0 out of 5 stars","        SUPER! EXTRA!  "
"5","Bose Ultra Open Earbuds with OpenAudio Technology, Open Ear Wireless Earbuds, Up to 48 Hours of Battery Life, Black  ","N Mor","Verified Purchase","Reviewed in Australia on 21 August 2023","5.0 out of 5 stars","      Io di solito non uso mai le cuffie con i gommini, queste sono le UNICHE che posso indossare senza avere dolori o fastidi, forse qualche volta cadono, è vero, ma una volta su 20 succede...Per il resto la qualità audio è davvero ottima, la batteria mi dimentico addirittura di quando l'ho caricata l'ultima volta, dura davvero tanto a differenza di altre recensioni, mentre per quanto riguarda il volume, non altissimo ma sufficiente per una buon ascolto.    "
"6","Bose Ultra Open Earbuds with OpenAudio Technology, Open Ear Wireless Earbuds, Up to 48 Hours of Battery Life, Black  ","N Mor","Verified Purchase","Reviewed in Poland on 8 March 2024","5.0 out of 5 stars","        I've been sporting the Airpods Pro for the last couple of years, but lost it during a road trip. I absolutely loved the sound Airpods Pro produced with the 'Rock' apple music EQ and the 'brightness' on minimum in the accessibility setting; high treble and clear mids with a weak bass (compromise for clarity). It is a must for me to hear the 'fine' details in music, and so as a broke student in college who absolutely needed bluetooth earbuds, I came across these via recommendations on other websites.I gave these a shot because the internet seemed to praise the Moondrop Space Travel's drivers. The case and pods themselves are light (to be expected as they are made of plastic.) That's not to say that they feel and are built cheap- The case build reminds me of an iPhone power adapter.As for the ANC and Passthrough; majority of the reviews I read stated that they were pretty useless. However, I was taken aback when ANC engaged by itself. They are not AT ALL useless. While it seems to struggle with higher-pitched noises, ANC cancels low-medium drone noises such as fans, air conditioning, etc. very well. I would even say they're just as good as Airpod Pros (although I have had mine for a couple years so effectiveness has probably dwindled, take that with a grain of salt.) With the passthrough, you can definitely distinguish between having it off and having it on. The sound that passes through is about as good as having Airpods 1 on- There's the feeling of having something in your ear but due to the imperfect seal the sound passes through fairly easily. Don't let that discourage you though, it's still a great feature.Now to the REAL meat and bones of the show- the sound quality. It's GREAT. One of the best earbuds I've owned. Insane. Quality. Amazing. Need I say more? They rival the sound quality of Gen. 1 Airpod Pros. Treble and mids are clear, the bass is punchy, there's a wide and great soundstage, you can hear each instrument independently yet they all merge in blissful harmony. It's insanely good for it's price tag (And not to brag but, I got them for $10 because of rewards ;-) )  I was actually fairly surprised at how great the bass was as well. With the EQ settings in my airpods pros, the bass was fairly weak but treble and mids are more important to me so I had to compromise. With my personal EQ settings and these headphones I'm getting clear treble with punchy bass.The app feels incomplete and doesn't seem to have manual EQ adjustment as others suggest, that's something that may have to be adjusted via your music app or device. However, they give you multiple ways to adjust your earbud's touch function which is really nice. I only have them on for 2-3 hours at a time, so battery life hasn't been a problem yet.Time will tell how durable these are, but I'm incredibly satisfied. I rarely give out such detailed reviews, but these truly deserve it. Go grab a pair!  "
"7","Bose Ultra Open Earbuds with OpenAudio Technology, Open Ear Wireless Earbuds, Up to 48 Hours of Battery Life, Black  ","Audio Reviews Downunder","Verified Purchase","Reviewed in Italy on 31 January 2024","5.0 out of 5 stars","      För under 300 kr är dessa ett kapBra ljud som matchar IEMs i samma prisklass.Laddfodralet är lite otympligt och kan inte stängas, men lurarna har inte ramlat ut i fickan än.ANC funkar men är inte bra nog för en bullrig fabriksmiljö.Men för priset finns inget att klaga på.    "
"8","Bose Ultra Open Earbuds with OpenAudio Technology, Open Ear Wireless Earbuds, Up to 48 Hours of Battery Life, Black  ","Audio Reviews Downunder","Verified Purchase","Reviewed in the United States on 26 February 2024","5.0 out of 5 stars","      Genial relación calidad-precio, muy llamativos visualmente y buena calidad de sonido. Que tengan cancelación de ruido por 25 euros los hacen una opción muy recomendable.    "
"9","Bose Ultra Open Earbuds with OpenAudio Technology, Open Ear Wireless Earbuds, Up to 48 Hours of Battery Life, Black  ","Jeff","Verified Purchase","Reviewed in Sweden on 17 September 2023","5.0 out of 5 stars","      Die einzigen Dinge die man daran aussetzen kann sind das offene Design des Ladecases - in der Praxis war das allerdings noch nie ein Problem - und dass man sie nicht zu einem anderen gepairten Device connecten kann, wenn sie aktuell zu einem anderen Connected sind (d.h. man muss eventuell zuerst disconnecten oder das device abdrehen - mit anderen die das schon koennen, hatte ich aber auch schon das Problem, dass ein device das gerade aufgedreht wird die connection ""stiehlt"", das passiert hier nicht).Die Touch Steuerung an den Buds selbst ist sehr sensible, was gut ist wenn man steuern will, schlecht, wenn man sie einfach in der hand haelt und aus versehen auf play drueckt.Soundqualitaet ist fuer normale Menschen kaum von teureren Kopfhoerern unterscheidbar.Noise isolation ist gut, eventuell sogar besser als bei Airpods Pro (zumindest 1.st Gen).Zum transparency modus kann ich nicht viel sagen, da ich ihn quasi nie benutze.Sie koennen Problemlos mit teureren Kopfhoerern von Namhaften Herstellern mit halten. Das Preisleistungsverhaeltniss ist unschlagbar.    "
"10","Bose Ultra Open Earbuds with OpenAudio Technology, Open Ear Wireless Earbuds, Up to 48 Hours of Battery Life, Black  ","Alberto Rotunno","Verified Purchase","Reviewed in Spain on 26 February 2024","5.0 out of 5 stars","        Pro:-Sounds about as good as something can without fancy codecs, 0 distortion and nice tuning-The anc is quite nice-Solid connection, never seems to hitch-Very comfortable and fit well, they won't fall out-Simple controls-Don't need the appCons-Battery life isn't massive (2:40 anc 4h)(longer at lower volume)-The app only sets bass level and button remap isn't english-The app isn't on Google play atm-Typical sbc latency-Probably not very sweat resistantMixed-Max volume isn't super loud-Ambient mode comes with some white noiseOverall: These would be a great value WITHOUT Anc, Ambient, Bass tuning App. Yet they are all here!  "
