"","Product","ReviewerName","TypeOfPurchase","Date","IndividualRating","ReviewText"
"1","soundcore by Anker Liberty 4 NC Wireless Noise Cancelling Earbuds, 98.5% Noise Reduction, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Bluetooth 5.3 (Clear White)  ","Hosbon ","Verified Purchase","Reviewed in Australia on 29 December 2023","4.6 out of 5 stars","        They are good in active noise cancellation.  "
"2","soundcore by Anker Liberty 4 NC Wireless Noise Cancelling Earbuds, 98.5% Noise Reduction, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Bluetooth 5.3 (Clear White)  ","Sep","Verified Purchase","Reviewed in Australia on 21 November 2023","5.0 out of 5 stars","        I've owned a lot of buds from $100 to $500 and these bar far are the best fit. Sound quality is good but the comfort far exceeds anything I've owned.  "
"3","soundcore by Anker Liberty 4 NC Wireless Noise Cancelling Earbuds, 98.5% Noise Reduction, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Bluetooth 5.3 (Clear White)  ","terry taylor","Verified Purchase","Reviewed in Australia on 22 August 2023","5.0 out of 5 stars","        the new black version is very sleekgreat sound and comfort .  "
"4","soundcore by Anker Liberty 4 NC Wireless Noise Cancelling Earbuds, 98.5% Noise Reduction, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Bluetooth 5.3 (Clear White)  ","Kindleのお客様","Verified Purchase","Reviewed in Japan on 4 February 2024","5.0 out of 5 stars","      デザイン重視で購入したが他も満足価格帯的にコスパは最高ワイヤレス特有の接続のキレの指摘が目立って気になってたが他のワイヤレスと違いは無い高価格帯を使ってても、電車が来たりすると接続不良が起こるのは避けられないコレも同様のシーンでしか接続のキレは無い。外部音はちゃんとマイクで集音してる。ノイズキャンセリングも電車の走行音や、アナウンスは消える    "
"5","soundcore by Anker Liberty 4 NC Wireless Noise Cancelling Earbuds, 98.5% Noise Reduction, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Bluetooth 5.3 (Clear White)  ","Parker Jensen","Verified Purchase","Reviewed in the United States on 18 September 2023","5.0 out of 5 stars","        EAR 1 (white):I had the nothing Ear 1s before, and liked the fit and design of them very much. The case was also fun to fidget with. I had issues with the noise cancelation, where it would always turn off or wasn't calibrated correctly everytime I put them in. The headphones would also lose signal every so often and go silent for a second.Ear 2 (black):I wanted to upgrade as I heard they fixed and upgraded a lot of the features.Noise cancelation: The noise cancelation now has a few more modes and keeps the setting you chose! A neat feature now is when you take one Ear bud out, it automatically switches the other ear bud to transparent mode until you put the other ear bud back in. These aren't quite as good as my Bose QC35 noise cancelation but do work quite well especially at the gym.Sound: After directly comparing these to the ear 1s, the sound on the ear 2 is noticeable better. The ear 2 also has a customizable EQ in the app. Music and audiobooks are clearer. These also don't have the issue of the first ear 1s where it would lose connection to my phone every once in a while.Ear buds: still fit great, comes with 3 bud sizes. They still look dope. The touch buttons have now been replaced with squeeze pressure sensors which remove accidental presses. They also play a satisfying feedback click noise.Case: still sleek, and fun to fidget with. Love the materials they used. Crispier edges. LolCost: The cost is reasonable, these aren't cheap but they won't blow the bank.Cons: here are a few of my only cons.- The noises when switching noise cancelation modes or connecting can be abrasively high-pitched/loud at times. (Wish we could adjust these)- Requires a lot of cleaning depending on how much ear wax you produce lol, especially for the case since you can see through it.  "
"6","soundcore by Anker Liberty 4 NC Wireless Noise Cancelling Earbuds, 98.5% Noise Reduction, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Bluetooth 5.3 (Clear White)  ","Parker Jensen","Verified Purchase","Reviewed in Mexico on 2 September 2023","5.0 out of 5 stars","      Vengo de usar unos Sony WF XM4, los cuales eran casi el doble de caros cuando salieron:-El sonido es muy bueno pero no es el mejor.-La cancelación de ruido es aceptable.-El modo transparencia es bueno pero lejos de ser perfecto.-Los controles no los termino de entender. Creo que el truco es presionar fuerte. Me gusta que son personalizables y hay muchas formas de interacción.-El rango de conexión es razonable.-La aplicación es excelente. Tiene muchas opciones de personalización y es estética y bien cuidada.-Son cómodos y no se salen.-En persona se ven mucho más bonitos que cualquier foto promocional. No puedo dejar de mirarlos.-La duración de la batería es adecuada.-La conexión simultánea a dos dispositivos es... Mucho mejor que la de Sony.Se que puede sonar a que no estoy completamente satisfecho, pero ajustando todo lo anterior al precio, y añadiendo puntos por estilo, yo los califico con 5 estrellas.    "
"7","soundcore by Anker Liberty 4 NC Wireless Noise Cancelling Earbuds, 98.5% Noise Reduction, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Bluetooth 5.3 (Clear White)  ","Carlos","Verified Purchase","Reviewed in Mexico on 26 February 2024","5.0 out of 5 stars","      Muy cómodos, solo deberían tener gomas un poco más grandes ya que se las tuve que cambiar porque no me ajustaron bien    "
"8","soundcore by Anker Liberty 4 NC Wireless Noise Cancelling Earbuds, 98.5% Noise Reduction, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Bluetooth 5.3 (Clear White)  ","Roberto Cortes","Verified Purchase","Reviewed in Mexico on 10 March 2024","5.0 out of 5 stars","      Tienen unos graves muy buenos y la cancelación de ruido es una chulada, ademas el diseño es de los mejores    "
"9","soundcore by Anker Liberty 4 NC Wireless Noise Cancelling Earbuds, 98.5% Noise Reduction, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Bluetooth 5.3 (Clear White)  ","Gael.dlc","Verified Purchase","Reviewed in the United States on 11 August 2023","5.0 out of 5 stars","        I have used so many earbuds over the years. They either had great sound but bad fit or great fit and bad sound. It's been so frustrating. I have a wonky right ear and every earbud (unless it had a wing tip) would fall out of that ear.Cut to......these Nothing Ear 2 earbuds. I recently started using the amazing Nothing Phone and thought I'd give Nothing's earbuds a try. Why not?Imagine my surprise when I put them in my ear and they felt secure and comfortable.....even my right ear! I didn't feel like it was going to fall out. I didn't have to futz with the buds. I put them in and they stayed.Connecting was as much of a breeze as the Airpods. There's an app for them.Let me tell you about the SOUND!.....After my delight at the fit I thought I'd be disappointed in the sound but I was blown away! Noise cancelling was great and the sound was so rich and full with great separation. Sound quality was right up there with the Airpods, even better I'd say. Such a relief!!Don't sleep on these! However I don't know how they'd sound with another phone. For not a lot of money it's worth trying.  "
"10","soundcore by Anker Liberty 4 NC Wireless Noise Cancelling Earbuds, 98.5% Noise Reduction, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Bluetooth 5.3 (Clear White)  ","Gael.dlc","Verified Purchase","Reviewed in Mexico on 1 March 2024","5.0 out of 5 stars","      Estos audífonos son muy muy buenos calidad precio, a comparación de otros audífonos son bastante buenos, se escuchan muy muy bien y el volumen es fuerte, se puede aumentar más la calidad de audio y del volumen con el ecualizafor de la aplicación pero así como vienen suenan bastante bien, estos son los segundos que compro y sigo sin arrepentirme los recomiendo bastante    "
