"","Product","ReviewerName","TypeOfPurchase","Date","IndividualRating","ReviewText"
"1","Linsoul KZ ZS10 Pro, 4BA+1DD 5 Driver in Ear Monitor, HiFi Wired Earbuds, Gaming Earbuds, Hybrid IEM Earphones with Stainless Steel Faceplate, 2 Pin Detachable Cable (Without Mic, Black)  ","Sev just Sev","Verified Purchase","Reviewed in Australia on 17 December 2020","4.0 out of 5 stars","        According to the internet these are currently the best sounding TWS.I have listened to Jaybird X3, Soundpeats in TWS and also Fiio pro9 AKG K601 in normal earphones/buds among many others.The sound is OK for TWS, don't expect wonders, and much weaker than AKG K601/701, Sennheiser 600 etc which are obviously full size wired earphones.But for some scenarious (running in the park, for example) it is just not practical to wear anything but TWS. I wish the sound quality was better, but format  has its limitations.ANC is very weak. Hardly noticeable. ""Throughpass"" with sound of surronds with the mic is at the same level as ANC - poor quality to a point where it is rendered almost non practical.Overall - solid, qood quality product with format limitations. These will never compare to the full sized quality earphones, and even wired good quality earbuds. But they are very convenient for gym, running, etc.  "
"2","Linsoul KZ ZS10 Pro, 4BA+1DD 5 Driver in Ear Monitor, HiFi Wired Earbuds, Gaming Earbuds, Hybrid IEM Earphones with Stainless Steel Faceplate, 2 Pin Detachable Cable (Without Mic, Black)  ","Pat","Verified Purchase","Reviewed in Australia on 23 July 2021","5.0 out of 5 stars","        Probably the best overall sounding ear buds I've tried and they have a suprisingly wide soundstage for earbuds and a good amount of bass (although Ive always like the sound profile of sennheiser headphones so maybe I'm a little biased). They're very comfortable in my ears the case is soilid and not too big, the battery life combined with the cases is brilliant,the noise cancellation and ambient mode is good but not as good as others I've tried, calls are clear through them, gesture controls are very good and I like you can program them to suit yourself and at the time of purchase I got them at a very good price.  "
"3","Linsoul KZ ZS10 Pro, 4BA+1DD 5 Driver in Ear Monitor, HiFi Wired Earbuds, Gaming Earbuds, Hybrid IEM Earphones with Stainless Steel Faceplate, 2 Pin Detachable Cable (Without Mic, Black)  ","Sev just Sev","Verified Purchase","Reviewed in Australia on 17 December 2020","1.0 out of 5 stars","        After trying several different wireless earbuds over the past year, including OneMore Colourbuds and Airpods Pro, these Sennheiser's blow them all out of the water. Firstly, they fit my ears 10x better than the other ones, and are significantly more comfortable. Sound quality is superior, which I have come to expect generally from Sennheiser over the years. The price of them is the clear drawback, as they are more expensive than other wireless earbuds out there for the most part, but if you can pick them up during a sale or willing to pay the little extra, they're totally worth it. No complaints from me.  "
"4","Linsoul KZ ZS10 Pro, 4BA+1DD 5 Driver in Ear Monitor, HiFi Wired Earbuds, Gaming Earbuds, Hybrid IEM Earphones with Stainless Steel Faceplate, 2 Pin Detachable Cable (Without Mic, Black)  ","k","Verified Purchase","Reviewed in Australia on 3 September 2022","5.0 out of 5 stars","        I love the sound of these headphones!  I have used the Samsung Galaxy Bud Pro, Beats and a couple of others, and these have provided the clearest most reliable sound I have had on wireless earbuds.I highly recommend these if you enjoy your audio!The Active Noise Cancelation does work but doesn't really block all that much extra out, and for the battery drain, I personally don't use it.  I do like to have a little bit of background noise in public.  At home, or in a safe area, I have used it to get some extra depth out of the audio.The transparent hearing is ok, it works, but you can't adjust the level.  "
"5","Linsoul KZ ZS10 Pro, 4BA+1DD 5 Driver in Ear Monitor, HiFi Wired Earbuds, Gaming Earbuds, Hybrid IEM Earphones with Stainless Steel Faceplate, 2 Pin Detachable Cable (Without Mic, Black)  ","Amazon Customer","Verified Purchase","Reviewed in Australia on 19 July 2021","5.0 out of 5 stars","        got the galaxy buds pro first but returned them for the very average comfort (for my ears, subjective i know). also didn't like the sound quality , very harsh on the top end and just overall nothing special.the MOMENTUM tw2 however absolutely blew me away. the soundstage is on a complete other level. they are at an absolute minimum twice as good as the galaxy buds pro. loose a few points for battery life but honestly you wouldn't want to listen to the galaxy buds pro for long enough to need that battery life anyway so it's a bit of a moot point.anyway buy the momentum true wireless 2 you won't regret it. also grab some comply foam tips for extra comfort  "
"6","Linsoul KZ ZS10 Pro, 4BA+1DD 5 Driver in Ear Monitor, HiFi Wired Earbuds, Gaming Earbuds, Hybrid IEM Earphones with Stainless Steel Faceplate, 2 Pin Detachable Cable (Without Mic, Black)  ","Darren Hunt","Verified Purchase","Reviewed in Australia on 14 February 2022","5.0 out of 5 stars","        I'd have given a 4.5 for sound quality. Ever so slightly a little bright for my 'preferred' sound.However, nothing the EQ (via app) couldn't adjust.Bass is good in the most past, slightly loose at times but again, 4.5 stars.  I have various over ear cans which I am comparing these too and wired in ear.  So 4.5 for a true wireless is pretty damn good.Would like a slightly higher volume capability, and the noise cancelling is good, but not terrific.  (Good enough).If you are interested in the MTW2 and they are on sale, grab em!(Always keep in mind though, music and sound is a personal choice, so may not be to your liking...)  "
"7","Linsoul KZ ZS10 Pro, 4BA+1DD 5 Driver in Ear Monitor, HiFi Wired Earbuds, Gaming Earbuds, Hybrid IEM Earphones with Stainless Steel Faceplate, 2 Pin Detachable Cable (Without Mic, Black)  ","will makarainen","Verified Purchase","Reviewed in Australia on 9 June 2021","5.0 out of 5 stars","        After returning a set of Mifo 07s which were terrible and clearly overpriced (contrary to their obviously dubious reviews), I decided to pony up for these Sennheisers. Having owned some Sennheiser on ear ANC headphones years ago, I was fairly confident these would live up to their review rating. Functionality was A1, and the included app means you can tweak the audio to your taste rather than adjust your phone's global settings which then has to be readjusted in the car etc. Fit was fine for me using the tips straight out of the box. For audiophiles, you simply cannot beat the sound from a closed back earphone/earbud.  "
"8","Linsoul KZ ZS10 Pro, 4BA+1DD 5 Driver in Ear Monitor, HiFi Wired Earbuds, Gaming Earbuds, Hybrid IEM Earphones with Stainless Steel Faceplate, 2 Pin Detachable Cable (Without Mic, Black)  ","Micky","Verified Purchase","Reviewed in Australia on 15 June 2021","5.0 out of 5 stars","        Fabulous sound quality. Pairs immediately and very comfortable with excellent battery life. Easily fits the ears, sort of locking in place with a half twist. Great little carry case which offers additional recharging of 4-5 times the original. I only gave 4 stars for comfort because I don't like ANYTHING in my ears and for value because they are somewhat on the more expensive side. Having said that there are less impressive earpods for more money so I'm very happy with the purchase.  "
"9","Linsoul KZ ZS10 Pro, 4BA+1DD 5 Driver in Ear Monitor, HiFi Wired Earbuds, Gaming Earbuds, Hybrid IEM Earphones with Stainless Steel Faceplate, 2 Pin Detachable Cable (Without Mic, Black)  ","Kieran Mills","Verified Purchase","Reviewed in Australia on 22 December 2020","5.0 out of 5 stars","        Just took Earbuds out of case and straight into ears.Very comfortable for me.Bought mainly for listening to Music,Podcasts,Movies etc.Had a couple of Cheaper brands before these.Nothing I've had beforehand Sound as Perfect as these.Totally worth the money.Especially as excelent price from Amazon .  "
"10","Linsoul KZ ZS10 Pro, 4BA+1DD 5 Driver in Ear Monitor, HiFi Wired Earbuds, Gaming Earbuds, Hybrid IEM Earphones with Stainless Steel Faceplate, 2 Pin Detachable Cable (Without Mic, Black)  ","Andrew Hill","Verified Purchase","Reviewed in Australia on 11 April 2021","5.0 out of 5 stars","        Just fantastic. Replaced my maybe 5+ year old momentum overhears, can't believe the sound is the same (amazing) but from these tiny little things. The noise cancelling is great too, even just for when your air con or boyfriend is too noisy in the background while you're trying to work. Worth every penny to me, glad I took the plunge. I use them multiple times a day. The literal only improvement would be pairing with multiple devices at the same time but that would just make them too perfect probably.  "
